Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","21/11/2023 14:29 UTC"
"Last updated:","24 October 2023"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=seKzS9
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2022
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Other people in need of international protection","Stateless persons","Host Community","Others of concern"
2022,Stateless,XXA,Albania,ALB,0,0,0,-,1950,0,0
2022,Stateless,XXA,Egypt,EGY,5,0,0,-,10,0,0
2022,Stateless,XXA,Argentina,ARG,0,0,0,-,14,0,0
2022,Stateless,XXA,Armenia,ARM,0,0,0,-,672,0,0
2022,Stateless,XXA,Australia,AUS,4062,1704,0,-,8313,0,2490
2022,Stateless,XXA,Austria,AUT,1972,0,0,-,3256,0,0
2022,Stateless,XXA,Azerbaijan,AZE,0,0,0,-,3585,0,0
2022,Stateless,XXA,Burundi,BDI,0,0,0,-,783,0,0
2022,Stateless,XXA,Belgium,BEL,257,5,0,-,957,0,695
2022,Stateless,XXA,Bangladesh,BGD,0,0,0,-,952309,0,0
2022,Stateless,XXA,Belarus,BLR,0,0,0,-,5611,0,0
2022,Stateless,XXA,Brazil,BRA,0,0,0,-,5,0,0
2022,Stateless,XXA,"Brunei Darussalam",BRN,0,0,0,-,20863,0,0
2022,Stateless,XXA,"Bosnia and Herzegovina",BIH,0,0,0,-,26,0,0
2022,Stateless,XXA,Bulgaria,BGR,1024,65,0,-,1162,0,0
2022,Stateless,XXA,Cambodia,KHM,0,0,0,-,75000,0,0
2022,Stateless,XXA,Canada,CAN,442,317,0,-,4802,0,0
2022,Stateless,XXA,Colombia,COL,0,0,0,-,11,0,0
2022,Stateless,XXA,"Costa Rica",CRI,0,0,0,-,235,0,0
2022,Stateless,XXA,"Cabo Verde",CPV,0,0,0,-,115,0,0
2022,Stateless,XXA,Cyprus,CYP,76,0,0,-,76,0,0
2022,Stateless,XXA,Czechia,CZE,61,7,0,-,1557,0,537
2022,Stateless,XXA,Denmark,DNK,2890,89,0,-,11564,0,0
2022,Stateless,XXA,Estonia,EST,10,0,0,-,68111,0,0
2022,Stateless,XXA,Finland,FIN,403,30,0,-,3410,0,0
2022,Stateless,XXA,France,FRA,1799,386,0,-,3901,0,1716
2022,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,3183,1894,0,-,5351,0,319
2022,Stateless,XXA,Georgia,GEO,0,0,0,-,525,0,0
2022,Stateless,XXA,Germany,DEU,9162,530,0,-,29455,0,0
2022,Stateless,XXA,Greece,GRC,823,22,0,-,4488,0,3641
2022,Stateless,XXA,Croatia,HRV,11,0,0,-,734,0,0
2022,Stateless,XXA,Hungary,HUN,61,0,0,-,137,0,0
2022,Stateless,XXA,Iceland,ISL,22,0,0,-,64,0,0
2022,Stateless,XXA,"Cote d'Ivoire",CIV,0,0,0,-,931076,0,0
2022,Stateless,XXA,India,IND,0,0,0,-,21591,0,0
2022,Stateless,XXA,Indonesia,IDN,0,0,0,-,928,0,0
2022,Stateless,XXA,Ireland,IRL,6,15,0,-,21,0,0
2022,Stateless,XXA,"Iran (Islamic Rep. of)",IRN,0,0,0,-,34,0,0
2022,Stateless,XXA,Iraq,IRQ,0,0,0,-,47093,0,0
2022,Stateless,XXA,Israel,ISR,0,0,0,-,35,0,0
2022,Stateless,XXA,Italy,ITA,7,5,0,-,2998,0,0
2022,Stateless,XXA,Jordan,JOR,0,64,0,-,64,0,0
2022,Stateless,XXA,Japan,JPN,9,0,0,-,508,0,0
2022,Stateless,XXA,Kazakhstan,KAZ,0,0,0,-,8569,0,0
2022,Stateless,XXA,Kenya,KEN,0,0,0,-,16779,0,0
2022,Stateless,XXA,Kyrgyzstan,KGZ,0,0,0,-,203,0,0
2022,Stateless,XXA,"Rep. of Korea",KOR,5,5,0,-,241,0,0
2022,Stateless,XXA,Kuwait,KWT,0,0,0,-,92000,0,0
2022,Stateless,XXA,"Sri Lanka",LKA,0,0,0,-,36,0,0
2022,Stateless,XXA,Lithuania,LTU,47,0,0,-,2427,0,0
2022,Stateless,XXA,Luxembourg,LUX,116,0,0,-,196,0,80
2022,Stateless,XXA,Latvia,LVA,0,0,0,-,187564,0,0
2022,Stateless,XXA,"North Macedonia",MKD,0,0,0,-,453,0,0
2022,Stateless,XXA,"Rep. of Moldova",MDA,0,0,0,-,3307,0,0
2022,Stateless,XXA,Mexico,MEX,0,0,0,-,13,0,0
2022,Stateless,XXA,Malaysia,MYS,0,0,0,-,115169,0,0
2022,Stateless,XXA,Montenegro,MNE,0,0,0,-,503,0,0
2022,Stateless,XXA,Mongolia,MNG,0,0,0,-,17,0,0
2022,Stateless,XXA,Myanmar,MMR,0,0,0,-,630000,0,0
2022,Stateless,XXA,Nepal,NPL,0,0,0,-,452,0,0
2022,Stateless,XXA,"Netherlands (Kingdom of the)",NLD,3152,58,0,-,4652,0,0
2022,Stateless,XXA,Norway,NOR,2192,91,0,-,3980,0,0
2022,Stateless,XXA,Nauru,NRU,0,0,0,-,5,0,0
2022,Stateless,XXA,"New Zealand",NZL,5,0,0,-,0,0,0
2022,Stateless,XXA,Pakistan,PAK,0,0,0,-,55,0,0
2022,Stateless,XXA,Philippines,PHL,10,0,0,-,267,0,0
2022,Stateless,XXA,Poland,POL,120,5,0,-,1446,0,1328
2022,Stateless,XXA,Portugal,PRT,24,0,0,-,24,0,0
2022,Stateless,XXA,Qatar,QAT,0,0,0,-,1200,0,0
2022,Stateless,XXA,Romania,ROU,136,8,0,-,300,0,156
2022,Stateless,XXA,"Russian Federation",RUS,29,5,0,-,95195,0,0
2022,Stateless,XXA,Rwanda,RWA,0,0,0,-,9500,0,0
2022,Stateless,XXA,"Saudi Arabia",SAU,0,0,0,-,70000,0,0
2022,Stateless,XXA,Singapore,SGP,0,0,0,-,1109,0,0
2022,Stateless,XXA,Spain,ESP,36,10,0,-,7834,0,7788
2022,Stateless,XXA,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,0,0,-,2498,0,0
2022,Stateless,XXA,"Viet Nam",VNM,0,0,0,-,26811,0,0
2022,Stateless,XXA,"South Sudan",SSD,0,0,0,-,10500,0,0
2022,Stateless,XXA,Slovakia,SVK,9,0,0,-,2935,0,0
2022,Stateless,XXA,Slovenia,SVN,12,0,0,-,22,0,5
2022,Stateless,XXA,Sweden,SWE,20991,483,0,-,42511,0,0
2022,Stateless,XXA,Switzerland,CHE,860,5,0,-,938,0,88
2022,Stateless,XXA,"Syrian Arab Rep.",SYR,0,0,0,-,160000,0,0
2022,Stateless,XXA,Thailand,THA,0,0,0,-,574219,0,0
2022,Stateless,XXA,Tajikistan,TJK,0,0,0,-,5391,0,0
2022,Stateless,XXA,Turkmenistan,TKM,0,0,0,-,4527,0,0
2022,Stateless,XXA,Türkiye,TUR,0,0,0,-,439,0,0
2022,Stateless,XXA,Uganda,UGA,0,0,0,-,67000,0,0
2022,Stateless,XXA,Ukraine,UKR,73,0,0,-,36233,0,0
2022,Stateless,XXA,Uruguay,URY,0,0,0,-,5,0,0
2022,Stateless,XXA,Uzbekistan,UZB,0,0,0,-,27389,0,0
2022,"Saint Kitts and Nevis",KNA,Canada,CAN,10,5,0,-,0,0,0
2022,"Saint Kitts and Nevis",KNA,"United Kingdom of Great Britain and Northern Ireland",GBR,7,22,0,-,0,0,0
2022,"Saint Kitts and Nevis",KNA,"United States of America",USA,5,5,0,-,0,0,0
2022,"Sao Tome and Principe",STP,Brazil,BRA,0,18,0,-,0,0,0
2022,"Sao Tome and Principe",STP,France,FRA,5,0,0,-,0,0,0
2022,"Sao Tome and Principe",STP,Gabon,GAB,6,0,0,-,0,0,0
2022,"Sao Tome and Principe",STP,"United States of America",USA,0,5,0,-,0,0,0
2022,Sudan,SDN,Algeria,DZA,34,79,0,-,0,0,0
2022,Sudan,SDN,Angola,AGO,279,1670,0,-,0,0,0
2022,Sudan,SDN,Egypt,EGY,25476,32761,0,-,0,0,0
2022,Sudan,SDN,Argentina,ARG,5,0,0,-,0,0,0
2022,Sudan,SDN,Australia,AUS,611,332,0,-,0,0,0
2022,Sudan,SDN,Austria,AUT,298,78,0,-,0,0,0
2022,Sudan,SDN,Belgium,BEL,296,160,0,-,0,0,0
2022,Sudan,SDN,Benin,BEN,30,11,0,-,0,0,0
2022,Sudan,SDN,Botswana,BWA,5,0,0,-,0,0,0
2022,Sudan,SDN,Brazil,BRA,86,104,0,-,0,0,0
2022,Sudan,SDN,Bulgaria,BGR,12,0,0,-,0,0,0
2022,Sudan,SDN,Canada,CAN,564,583,0,-,0,0,0
2022,Sudan,SDN,"Central African Rep.",CAF,478,23,0,-,0,0,0
2022,Sudan,SDN,Chad,TCD,403846,2050,0,-,0,0,0
2022,Sudan,SDN,Cameroon,CMR,63,42,0,-,0,0,0
2022,Sudan,SDN,Congo,COG,32,47,0,-,0,0,5
2022,Sudan,SDN,"Dem. Rep. of the Congo",COD,69,0,0,-,0,0,0
2022,Sudan,SDN,Cuba,CUB,7,0,0,-,0,0,0
2022,Sudan,SDN,Cyprus,CYP,14,9,0,-,0,0,0
2022,Sudan,SDN,Czechia,CZE,7,0,0,-,0,0,0
2022,Sudan,SDN,Denmark,DNK,43,10,0,-,0,0,0
2022,Sudan,SDN,Djibouti,DJI,10,0,0,-,0,0,0
2022,Sudan,SDN,Ecuador,ECU,5,0,0,-,0,0,0
2022,Sudan,SDN,Eritrea,ERI,99,0,0,-,0,0,0
2022,Sudan,SDN,Estonia,EST,15,0,0,-,0,0,0
2022,Sudan,SDN,Ethiopia,ETH,48020,666,0,-,0,0,0
2022,Sudan,SDN,Finland,FIN,56,6,0,-,0,0,0
2022,Sudan,SDN,France,FRA,24979,1124,0,-,0,0,0
2022,Sudan,SDN,Gabon,GAB,5,0,0,-,0,0,0
2022,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,11807,5369,0,-,0,0,0
2022,Sudan,SDN,Georgia,GEO,6,0,0,-,0,0,0
2022,Sudan,SDN,Germany,DEU,2108,862,0,-,0,0,0
2022,Sudan,SDN,Ghana,GHA,610,115,0,-,0,0,0
2022,Sudan,SDN,Greece,GRC,787,236,0,-,0,0,0
2022,Sudan,SDN,"China, Hong Kong SAR",HKG,5,0,0,-,0,0,0
2022,Sudan,SDN,Croatia,HRV,5,0,0,-,0,0,0
2022,Sudan,SDN,Hungary,HUN,62,0,0,-,0,0,0
2022,Sudan,SDN,Iceland,ISL,10,0,0,-,0,0,0
2022,Sudan,SDN,"Cote d'Ivoire",CIV,9,0,0,-,0,0,0
2022,Sudan,SDN,India,IND,82,169,0,-,0,0,0
2022,Sudan,SDN,Indonesia,IDN,395,108,0,-,0,0,0
2022,Sudan,SDN,Ireland,IRL,220,80,0,-,0,0,0
2022,Sudan,SDN,Iraq,IRQ,98,865,0,-,0,0,14
2022,Sudan,SDN,Israel,ISR,490,4424,0,-,0,0,2026
2022,Sudan,SDN,Italy,ITA,1095,485,0,-,0,0,0
2022,Sudan,SDN,Jordan,JOR,3336,1978,0,-,0,0,0
2022,Sudan,SDN,Japan,JPN,16,0,0,-,0,0,0
2022,Sudan,SDN,Kenya,KEN,5540,4900,0,-,0,0,5
2022,Sudan,SDN,"Rep. of Korea",KOR,39,41,0,-,0,0,0
2022,Sudan,SDN,Kuwait,KWT,0,16,0,-,0,0,0
2022,Sudan,SDN,Liberia,LBR,11,0,0,-,0,0,0
2022,Sudan,SDN,Libya,LBY,1133,18694,0,-,0,0,0
2022,Sudan,SDN,Lebanon,LBN,769,1483,0,-,0,0,20
2022,Sudan,SDN,"Sri Lanka",LKA,9,0,0,-,0,0,0
2022,Sudan,SDN,Luxembourg,LUX,78,25,0,-,0,0,0
2022,Sudan,SDN,Mauritania,MRT,13,37,0,-,0,0,0
2022,Sudan,SDN,"Rep. of Moldova",MDA,9,0,0,-,0,0,0
2022,Sudan,SDN,Mexico,MEX,0,18,0,-,0,0,0
2022,Sudan,SDN,Mali,MLI,0,7,0,-,0,0,0
2022,Sudan,SDN,Malaysia,MYS,178,100,0,-,0,0,0
2022,Sudan,SDN,Morocco,MAR,244,1120,0,-,0,0,0
2022,Sudan,SDN,Mozambique,MOZ,5,31,0,-,0,0,0
2022,Sudan,SDN,Malta,MLT,226,155,0,-,0,0,0
2022,Sudan,SDN,Namibia,NAM,7,0,0,-,0,0,0
2022,Sudan,SDN,"Netherlands (Kingdom of the)",NLD,1083,237,0,-,0,0,0
2022,Sudan,SDN,Niger,NER,960,1970,0,-,0,0,0
2022,Sudan,SDN,Nigeria,NGA,53,11,0,-,0,0,0
2022,Sudan,SDN,Norway,NOR,1331,15,0,-,0,0,0
2022,Sudan,SDN,"New Zealand",NZL,9,0,0,-,0,0,0
2022,Sudan,SDN,Oman,OMN,0,5,0,-,0,0,0
2022,Sudan,SDN,Panama,PAN,5,0,0,-,0,0,0
2022,Sudan,SDN,Philippines,PHL,7,75,0,-,0,0,0
2022,Sudan,SDN,"Papua New Guinea",PNG,10,0,0,-,0,0,0
2022,Sudan,SDN,Poland,POL,0,22,0,-,0,0,0
2022,Sudan,SDN,Portugal,PRT,98,9,0,-,0,0,0
2022,Sudan,SDN,Qatar,QAT,0,15,0,-,0,0,0
2022,Sudan,SDN,Romania,ROU,28,12,0,-,0,0,0
2022,Sudan,SDN,"South Africa",ZAF,72,38,0,-,0,0,0
2022,Sudan,SDN,"Russian Federation",RUS,5,0,0,-,0,0,0
2022,Sudan,SDN,Rwanda,RWA,120,86,0,-,0,0,0
2022,Sudan,SDN,"Saudi Arabia",SAU,0,5,0,-,0,0,0
2022,Sudan,SDN,Somalia,SOM,0,11,0,-,0,0,0
2022,Sudan,SDN,Spain,ESP,849,190,0,-,0,0,0
2022,Sudan,SDN,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,0,-,0,0,6
2022,Sudan,SDN,"South Sudan",SSD,290740,19,0,-,0,0,0
2022,Sudan,SDN,Sudan,SDN,0,0,3552717,-,0,0,0
2022,Sudan,SDN,Slovenia,SVN,6,0,0,-,0,0,0
2022,Sudan,SDN,Sweden,SWE,1060,56,0,-,0,0,0
2022,Sudan,SDN,Switzerland,CHE,554,24,0,-,0,0,0
2022,Sudan,SDN,"Syrian Arab Rep.",SYR,727,77,0,-,0,0,0
2022,Sudan,SDN,"United Rep. of Tanzania",TZA,0,6,0,-,0,0,0
2022,Sudan,SDN,Thailand,THA,0,5,0,-,0,0,0
2022,Sudan,SDN,Tunisia,TUN,205,292,0,-,0,0,0
2022,Sudan,SDN,"United Arab Emirates",ARE,14,6,0,-,0,0,0
2022,Sudan,SDN,Uganda,UGA,2871,881,0,-,0,0,0
2022,Sudan,SDN,Ukraine,UKR,22,5,0,-,0,0,0
2022,Sudan,SDN,"United States of America",USA,1363,1187,0,-,0,0,0
2022,Sudan,SDN,Yemen,YEM,111,506,0,-,0,0,0
2022,Sudan,SDN,Zambia,ZMB,28,0,0,-,0,0,0
2022,Sudan,SDN,Zimbabwe,ZWE,6,0,0,-,0,0,0
2022,Suriname,SUR,Belgium,BEL,0,20,0,-,0,0,0
2022,Suriname,SUR,Brazil,BRA,0,30,0,-,0,0,0
2022,Suriname,SUR,Canada,CAN,0,10,0,-,0,0,0
2022,Suriname,SUR,France,FRA,14,10,0,-,0,0,0
2022,Suriname,SUR,Mexico,MEX,0,12,0,-,0,0,0
2022,Suriname,SUR,"Netherlands (Kingdom of the)",NLD,9,7,0,-,0,0,0
2022,Suriname,SUR,Suriname,SUR,0,0,0,-,0,0,5
2022,Suriname,SUR,"United States of America",USA,12,58,0,-,0,0,0
2022,Slovakia,SVK,Canada,CAN,361,172,0,-,0,0,0
2022,Slovakia,SVK,France,FRA,130,0,0,-,0,0,0
2022,Slovakia,SVK,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,0,-,0,0,0
2022,Slovakia,SVK,Germany,DEU,68,0,0,-,0,0,0
2022,Slovakia,SVK,"Netherlands (Kingdom of the)",NLD,10,0,0,-,0,0,0
2022,Slovakia,SVK,"United States of America",USA,0,36,0,-,0,0,0
2022,Slovenia,SVN,Brazil,BRA,0,13,0,-,0,0,0
2022,Slovenia,SVN,Canada,CAN,0,5,0,-,0,0,0
2022,Slovenia,SVN,Germany,DEU,7,0,0,-,0,0,0
2022,Slovenia,SVN,"United States of America",USA,0,13,0,-,0,0,0
2022,Eswatini,SWZ,Australia,AUS,0,22,0,-,0,0,0
2022,Eswatini,SWZ,Canada,CAN,10,11,0,-,0,0,0
2022,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,49,7,0,-,0,0,0
2022,Eswatini,SWZ,Germany,DEU,5,5,0,-,0,0,0
2022,Eswatini,SWZ,Ireland,IRL,22,64,0,-,0,0,0
2022,Eswatini,SWZ,Portugal,PRT,25,0,0,-,0,0,0
2022,Eswatini,SWZ,"South Africa",ZAF,6,0,0,-,0,0,0
2022,Eswatini,SWZ,Eswatini,SWZ,0,0,0,-,0,0,12
2022,Eswatini,SWZ,Sweden,SWE,5,0,0,-,0,0,0
2022,Eswatini,SWZ,"United States of America",USA,5,13,0,-,0,0,0
2022,Sweden,SWE,Australia,AUS,0,10,0,-,0,0,0
2022,Sweden,SWE,Brazil,BRA,0,8,0,-,0,0,0
2022,Sweden,SWE,Canada,CAN,5,19,0,-,0,0,0
2022,Sweden,SWE,"United Kingdom of Great Britain and Northern Ireland",GBR,0,6,0,-,0,0,0
2022,Sweden,SWE,Germany,DEU,13,5,0,-,0,0,0
2022,Sweden,SWE,"Rep. of Moldova",MDA,5,0,0,-,0,0,0
2022,Sweden,SWE,"United States of America",USA,0,34,0,-,0,0,0
2022,Switzerland,CHE,Brazil,BRA,0,5,0,-,0,0,0
2022,Switzerland,CHE,"Rep. of Moldova",MDA,8,0,0,-,0,0,0
2022,Switzerland,CHE,"United States of America",USA,0,22,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Albania,ALB,23,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Algeria,DZA,7803,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Angola,AGO,0,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Egypt,EGY,145658,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Argentina,ARG,450,110,0,-,0,0,452
2022,"Syrian Arab Rep.",SYR,Armenia,ARM,4888,24,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Australia,AUS,536,81,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Austria,AUT,73923,17244,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,35,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Bahrain,BHR,5,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Belgium,BEL,17808,2495,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Benin,BEN,41,11,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Burkina Faso",BFA,0,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Belarus,BLR,49,17,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,22,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Brazil,BRA,3969,3840,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,25,7,0,-,0,0,15
2022,"Syrian Arab Rep.",SYR,Bulgaria,BGR,23726,5695,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Canada,CAN,512,500,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Chad,TCD,50,27,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,China,CHN,37,7,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Chile,CHL,113,31,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Cameroon,CMR,5,10,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Congo,COG,9,9,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,12,18,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Colombia,COL,13,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,6,34,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Cuba,CUB,27,8,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Cyprus,CYP,10902,9504,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Czechia,CZE,341,6,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Denmark,DNK,19153,306,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Djibouti,DJI,10,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Dominican Rep.",DOM,5,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Ecuador,ECU,153,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Estonia,EST,107,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Ethiopia,ETH,69,599,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Finland,FIN,2594,154,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,France,FRA,40339,992,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,12682,7372,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Georgia,GEO,448,20,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Germany,DEU,522575,54218,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Ghana,GHA,243,78,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Greece,GRC,42827,2520,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Guinea,GIN,14,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Croatia,HRV,550,44,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Hungary,HUN,819,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Iceland,ISL,256,9,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,148,9,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,India,IND,71,74,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Indonesia,IDN,19,25,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Ireland,IRL,2520,87,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Iraq,IRQ,257439,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Italy,ITA,3578,911,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Jordan,JOR,660892,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Japan,JPN,309,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,13,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,61,11,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1261,59,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Kuwait,KWT,165,88,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Liberia,LBR,40,40,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Libya,LBY,424,14038,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Lebanon,LBN,814715,0,0,-,0,0,2332
2022,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,34,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Lithuania,LTU,488,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Luxembourg,LUX,2912,940,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Latvia,LVA,318,12,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Madagascar,MDG,5,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Mauritania,MRT,378,200,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,0,6,0,-,0,0,5
2022,"Syrian Arab Rep.",SYR,Monaco,MCO,5,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,203,30,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Mexico,MEX,38,42,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Mali,MLI,24,452,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Malaysia,MYS,409,2399,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,0,0,-,0,0,5
2022,"Syrian Arab Rep.",SYR,Morocco,MAR,5511,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Mozambique,MOZ,0,6,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Malta,MLT,1988,361,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Netherlands (Kingdom of the)",NLD,56580,11977,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Niger,NER,5,10,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Nigeria,NGA,515,734,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Norway,NOR,15964,1289,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"New Zealand",NZL,60,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Oman,OMN,8,6,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Pakistan,PAK,50,23,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Panama,PAN,5,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Paraguay,PRY,79,17,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Peru,PER,47,15,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Philippines,PHL,141,61,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Poland,POL,280,28,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Portugal,PRT,918,15,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Qatar,QAT,30,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Romania,ROU,2332,284,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"South Africa",ZAF,36,7,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,194,58,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Rwanda,RWA,5,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,293,3653,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Somalia,SOM,1121,111,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Spain,ESP,16670,640,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,47,0,0,-,0,0,704
2022,"Syrian Arab Rep.",SYR,Sudan,SDN,93478,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Slovakia,SVK,55,5,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Slovenia,SVN,340,0,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Sweden,SWE,111199,1233,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,Switzerland,CHE,20330,464,0,-,0,0,0
2022,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SYR,0,0,6780994,-,0,15209720,0
